report_date,open_interest,lev_money_positions_long,lev_money_positions_short,lev_money_positions_spread,asset_mgr_positions_long,asset_mgr_positions_short,asset_mgr_positions_spread,dealer_positions_long_all,dealer_positions_short_all,dealer_positions_spread_all,nonrept_positions_long_all,nonrept_positions_short_all
2020-07-21,9603,4109,6056,441,485,278,30,0,533,0,2320,609
2020-07-14,8726,3559,5459,443,444,255,30,0,533,0,1942,619
2020-07-07,8635,3218,5706,523,626,203,30,0,523,0,2105,601
2020-06-30,8123,3036,5303,531,362,80,30,0,493,0,1908,668
2020-06-23,10091,3832,6221,1075,642,297,26,31,493,1,2338,534
2020-06-16,9605,3755,5700,977,406,294,15,31,495,0,2224,652
2020-06-09,10924,4219,6237,1474,435,214,25,36,532,14,2506,580
2020-06-02,9999,3669,5764,1281,423,214,0,36,394,80,2631,495
2020-05-26,9170,3868,4783,810,363,93,1,36,307,0,2322,656
2020-05-19,11802,5457,6842,1461,342,193,10,41,342,0,2933,365
2020-05-12,10231,4920,6486,884,282,113,1,43,300,0,2678,370
2020-05-05,7909,3312,4265,635,316,0,1,48,160,0,2114,396
2020-04-28,6154,2024,3391,417,324,35,0,53,30,0,2036,432
2020-04-21,5702,2394,3029,285,218,316,0,38,0,0,1998,462
2020-04-14,5583,2260,3200,264,203,283,0,38,0,0,1924,419
2020-04-07,5491,2452,3652,292,221,204,0,36,0,0,1784,377
2020-03-31,3982,1489,2607,64,173,248,0,36,0,0,1277,571
2020-03-24,3976,1136,2286,106,125,297,0,36,0,0,1535,673
2020-03-17,4559,1869,2901,55,101,465,0,336,0,0,1516,540
2020-03-10,4425,1413,3004,209,115,362,0,65,41,0,1524,471
2020-03-03,4897,751,3457,241,163,196,0,66,159,0,2024,431
2020-02-25,5754,1734,4484,214,164,189,0,71,178,5,1626,460
2020-02-18,6573,2401,5239,237,260,177,0,78,158,0,1859,429
2020-02-11,6190,2215,4554,293,367,148,0,76,50,0,2165,466
2020-02-04,4412,1424,3139,122,132,434,0,71,50,0,1880,396
2020-01-28,5016,1743,2909,298,391,438,0,66,46,0,1996,443
2020-01-21,5213,2291,3027,350,185,445,0,66,46,0,1819,408
2020-01-14,5436,2686,3338,246,272,300,0,66,46,0,1791,430
2020-01-07,5400,2517,3661,238,338,331,0,66,42,0,1757,322
2019-12-31,3186,1037,1840,102,159,437,1,137,0,0,1354,325
2019-12-24,3541,1179,2256,100,133,283,1,137,0,0,1690,362
2019-12-17,3840,1578,2446,125,38,444,0,134,0,0,1658,482
2019-12-10,3232,1069,1766,109,56,285,1,131,0,0,1544,663
2019-12-03,2983,894,1257,17,93,256,11,131,0,0,1486,760
2019-11-26,3554,1155,1669,263,56,298,1,38,0,0,1669,659
2019-11-19,3157,1059,1914,84,67,292,0,38,0,0,1402,492
2019-11-12,3091,912,2043,87,99,143,10,32,0,0,1274,409
