report_date,open_interest,lev_money_positions_long,lev_money_positions_short,lev_money_positions_spread,asset_mgr_positions_long,asset_mgr_positions_short,asset_mgr_positions_spread,dealer_positions_long_all,dealer_positions_short_all,dealer_positions_spread_all,nonrept_positions_long_all,nonrept_positions_short_all
2025-11-10,933233,71314,90540,86630,530425,150062,35403,72868,473653,19142,96544,58806
2025-11-04,965596,80610,112175,96325,528541,147219,40379,77159,464148,27813,93125,56860
2025-10-28,945522,85575,94507,89431,527146,134811,31586,72856,508455,16965,97447,51539
2025-10-21,936916,78617,87012,90248,529199,128818,31072,70958,514366,14736,97264,51154
2025-10-14,941656,81563,87017,87039,526272,127623,34874,73522,514023,15354,98205,55528
2025-10-07,955091,92323,91789,80962,540713,126503,29732,69898,544468,13095,101034,50028
2025-09-30,961240,85986,86188,90391,536671,124491,30266,71891,540445,17892,100095,49354
2025-09-23,972330,89276,90011,91690,542551,122767,31668,74707,550815,13421,100692,48282
2025-09-16,973001,94548,86353,91925,536153,122961,33220,75334,547785,16372,100329,50220
2025-09-09,983530,83681,74844,122387,532206,123442,31458,51087,520866,34388,105713,50634
2025-09-02,973606,82081,80264,123742,531312,126197,30706,50655,510169,26267,104543,51428
2025-08-26,966629,82552,73964,116546,531939,128880,31609,51199,514369,25932,102050,50571
2025-08-19,944984,85362,75651,106288,527394,129497,31610,55481,509281,15130,100168,52079
2025-08-12,942355,84264,69849,103274,523990,132174,28350,53689,512477,15406,102080,50400
2025-08-05,959190,84176,74462,125749,504394,132929,30249,53303,493913,21934,98346,50147
2025-07-29,970000,84336,79612,130731,507098,124227,27097,52233,504869,22819,104584,50899
2025-07-22,980711,84517,77366,123233,523267,123513,29428,48515,529722,20777,102149,49042
